timestamp,uuid,uid,x,y,centroid_x,centroid_y,Suitable,State
2000-01-01T01:00:00,0946c23c-2bbb-4af6-9169-14b7e3babf56,"(0, 0, 0)",1616662.3333154211,1963100.7801910867,1616688.9788868786,1963135.3031803698,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,ac121cda-97d4-473f-a380-2da434931b9f,"(1, 0, 0)",1617773.2697096232,1963050.8908358254,1617736.4822843715,1963054.913430409,True,Behaviour_State.DISPERSE
2000-01-01T01:00:00,5aa117db-0f27-4b82-ac63-9e8558fe4758,"(2, 0, 0)",1617348.6611024865,1963942.0153191271,1617294.262340131,1964088.5491709043,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,77c1dcb1-17b3-4fbd-bf50-cfbdff7d068e,"(3, 0, 0)",1617590.4652139083,1963984.4501475904,1617590.866812714,1963972.4007964483,True,Behaviour_State.DISPERSE
2000-01-01T01:00:00,eaa18326-6287-484e-be0f-635fdd64c80c,"(4, 0, 0)",1617639.8431520336,1963103.3636165694,1617737.6169071137,1963200.3317738457,True,Behaviour_State.DISPERSE
2000-01-01T01:00:00,20ecf866-9f56-406c-acd5-d4b943eb820c,"(5, 0, 0)",1616802.593729127,1964763.7872833584,1616802.4587304527,1964767.9159733644,True,Behaviour_State.DISPERSE
2000-01-01T01:00:00,57ea388a-da64-466d-bf02-2d134c43fd51,"(6, 0, 0)",1617329.6366538191,1963614.5687323513,1617329.89523605,1963617.1768200274,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,c04e1bb9-01c9-4ce0-a3a1-2d40f47d22b7,"(7, 0, 0)",1617860.144224951,1962765.234537323,1617821.327437977,1963051.1219500504,True,Behaviour_State.DISPERSE
2000-01-01T01:00:00,91a17822-084a-4ca5-9375-eb1a374e0821,"(8, 0, 0)",1617780.3254753016,1964522.2553490063,1617805.9586572105,1964634.5914022522,True,Behaviour_State.DISPERSE
2000-01-01T01:00:00,06b5a19e-1a10-4606-a3d5-fc322b39de07,"(0, 0, 1)",1616579.362165877,1962814.4566606584,1616465.3978146587,1962788.1632108914,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,efb09045-9c09-41df-afb3-f61689337743,"(1, 0, 1)",1618340.0629045893,1962024.2202975703,1618405.371511846,1962025.1894193175,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,6f2d16e3-373e-47fa-aa7c-925f2ed2105b,"(2, 0, 1)",1617074.590408682,1962399.74011098,1617116.5971219558,1962512.6346724078,True,Behaviour_State.DISPERSE
2000-01-01T01:00:00,12d6451c-3a3d-4de6-ab0f-7837cc0916f2,"(3, 0, 1)",1616464.0369232218,1962178.6957196186,1616612.920454024,1962379.3226860124,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,20377999-e574-44fd-8aa7-296f587a2cd6,"(4, 0, 1)",1617702.9870222113,1961294.3819781323,1617703.2540865217,1961294.7022895135,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,dfe71b6e-c0b8-4537-8319-eb699b00f794,"(5, 0, 1)",1616595.1365375374,1961596.014403708,1616554.00998691,1961577.0153263372,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,31590fc5-193d-4f6b-a883-d5d7db13984d,"(6, 0, 1)",1618419.5392777992,1962059.8858256827,1618416.3631317643,1962072.8605469132,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,41f4bcf9-910f-4ddf-ba5d-23b013fba6ad,"(7, 0, 1)",1616828.1062627302,1961106.5500576356,1616785.1612890265,1961139.1413654648,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,de58da20-8eb5-472a-b477-8ad36bc2ebd3,"(8, 0, 1)",1616567.5285871078,1961705.9682860468,1616397.5625796528,1961760.4660986343,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,548a77e9-cd41-4d9a-85ca-bd42b732ff62,"(0, 0, 2)",1618945.6879894433,1964686.962721486,1618652.9814062389,1965188.1632108914,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,adac5fe7-bd05-4c2f-993d-c85e1608ae58,"(1, 0, 2)",1620520.2716131466,1964296.4137645147,1620566.380121273,1964425.1894193175,True,Behaviour_State.DISPERSE
2000-01-01T01:00:00,42fea636-52fc-42d1-889e-3b4ea5ea5e7d,"(2, 0, 2)",1618911.355750598,1964558.2199529386,1619295.2601750798,1964912.6346724078,False,Behaviour_State.DISPERSE
2000-01-01T01:00:00,17eabc83-ed0f-40ed-acdd-5c195744800a,"(3, 0, 2)",1618762.27668197,1964708.79124573,1618798.4831875304,1964779.3226860124,False,Behaviour_State.DISPERSE
